folder,pdf_id,ref_link,pdf_url
529,367,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/367,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/367/filename/folder_0529.pdf/mapsto/pdf/type/singleitem/folder_0529.pdf
530,344,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/344,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/344/filename/folder_0530.pdf/mapsto/pdf/type/singleitem/folder_0530.pdf
531,365,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/365,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/365/filename/folder_0531.pdf/mapsto/pdf/type/singleitem/folder_0531.pdf
532,381,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/381,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/381/filename/folder_0532.pdf/mapsto/pdf/type/singleitem/folder_0532.pdf
533,377,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/377,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/377/filename/folder_0533.pdf/mapsto/pdf/type/singleitem/folder_0533.pdf
534,360,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/360,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/360/filename/folder_0534.pdf/mapsto/pdf/type/singleitem/folder_0534.pdf
535,348,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/348,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/348/filename/folder_0535.pdf/mapsto/pdf/type/singleitem/folder_0535.pdf
536,366,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/366,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/366/filename/folder_0536.pdf/mapsto/pdf/type/singleitem/folder_0536.pdf
537,362,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/362,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/362/filename/folder_0537.pdf/mapsto/pdf/type/singleitem/folder_0537.pdf
538,369,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/369,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/369/filename/folder_0538.pdf/mapsto/pdf/type/singleitem/folder_0538.pdf
539,413,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/413,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/413/filename/folder_0539.pdf/mapsto/pdf/type/singleitem/folder_0539.pdf
540,384,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/384,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/384/filename/folder_0540.pdf/mapsto/pdf/type/singleitem/folder_0540.pdf
541,373,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/373,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/373/filename/folder_0541.pdf/mapsto/pdf/type/singleitem/folder_0541.pdf
542,387,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/387,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/387/filename/folder_0542.pdf/mapsto/pdf/type/singleitem/folder_0542.pdf
543,349,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/349,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/349/filename/folder_0543.pdf/mapsto/pdf/type/singleitem/folder_0543.pdf
544,415,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/415,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/415/filename/folder_0544.pdf/mapsto/pdf/type/singleitem/folder_0544.pdf
545,354,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/354,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/354/filename/folder_0545.pdf/mapsto/pdf/type/singleitem/folder_0545.pdf
546,405,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/405,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/405/filename/folder_0546.pdf/mapsto/pdf/type/singleitem/folder_0546.pdf
547,364,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/364,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/364/filename/folder_0547.pdf/mapsto/pdf/type/singleitem/folder_0547.pdf
548,408,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/408,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/408/filename/folder_0548.pdf/mapsto/pdf/type/singleitem/folder_0548.pdf
549,414,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/414,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/414/filename/folder_0549.pdf/mapsto/pdf/type/singleitem/folder_0549.pdf
550,396,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/396,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/396/filename/folder_0550.pdf/mapsto/pdf/type/singleitem/folder_0550.pdf
551,412,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/412,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/412/filename/folder_0551.pdf/mapsto/pdf/type/singleitem/folder_0551.pdf
552,418,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/418,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/418/filename/folder_0552.pdf/mapsto/pdf/type/singleitem/folder_0552.pdf
553,355,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/355,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/355/filename/folder_0553.pdf/mapsto/pdf/type/singleitem/folder_0553.pdf
554,421,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/421,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/421/filename/folder_0554.pdf/mapsto/pdf/type/singleitem/folder_0554.pdf
555,406,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/406,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/406/filename/folder_0555.pdf/mapsto/pdf/type/singleitem/folder_0555.pdf
556,379,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/379,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/379/filename/folder_0556.pdf/mapsto/pdf/type/singleitem/folder_0556.pdf
557,394,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/394,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/394/filename/folder_0557.pdf/mapsto/pdf/type/singleitem/folder_0557.pdf
558,402,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/402,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/402/filename/folder_0558.pdf/mapsto/pdf/type/singleitem/folder_0558.pdf
559,376,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/376,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/376/filename/folder_0559.pdf/mapsto/pdf/type/singleitem/folder_0559.pdf
560,378,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/378,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/378/filename/folder_0560.pdf/mapsto/pdf/type/singleitem/folder_0560.pdf
561,390,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/390,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/390/filename/folder_0561.pdf/mapsto/pdf/type/singleitem/folder_0561.pdf
562,645,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/645,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/645/filename/folder_0562.pdf/mapsto/pdf/type/singleitem/folder_0562.pdf
563,636,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/636,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/636/filename/folder_0563.pdf/mapsto/pdf/type/singleitem/folder_0563.pdf
564,611,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/611,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/611/filename/folder_0564.pdf/mapsto/pdf/type/singleitem/folder_0564.pdf
565,612,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/612,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/612/filename/folder_0565.pdf/mapsto/pdf/type/singleitem/folder_0565.pdf
566,601,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/601,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/601/filename/folder_0566.pdf/mapsto/pdf/type/singleitem/folder_0566.pdf
567,630,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/630,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/630/filename/folder_0567.pdf/mapsto/pdf/type/singleitem/folder_0567.pdf
568,625,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/625,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/625/filename/folder_0568.pdf/mapsto/pdf/type/singleitem/folder_0568.pdf
569,646,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/646,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/646/filename/folder_0569.pdf/mapsto/pdf/type/singleitem/folder_0569.pdf
570,603,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/603,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/603/filename/folder_0570.pdf/mapsto/pdf/type/singleitem/folder_0570.pdf
571,640,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/640,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/640/filename/folder_0571.pdf/mapsto/pdf/type/singleitem/folder_0571.pdf
572,635,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/635,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/635/filename/folder_0572.pdf/mapsto/pdf/type/singleitem/folder_0572.pdf
573,656,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/656,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/656/filename/folder_0573.pdf/mapsto/pdf/type/singleitem/folder_0573.pdf
574,628,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/628,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/628/filename/folder_0574.pdf/mapsto/pdf/type/singleitem/folder_0574.pdf
575,621,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/621,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/621/filename/folder_0575.pdf/mapsto/pdf/type/singleitem/folder_0575.pdf
576,643,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/643,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/643/filename/folder_0576.pdf/mapsto/pdf/type/singleitem/folder_0576.pdf
577,606,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/606,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/606/filename/folder_0577.pdf/mapsto/pdf/type/singleitem/folder_0577.pdf
578,632,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/632,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/632/filename/folder_0578.pdf/mapsto/pdf/type/singleitem/folder_0578.pdf
579,617,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/617,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/617/filename/folder_0579.pdf/mapsto/pdf/type/singleitem/folder_0579.pdf
580,627,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/627,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/627/filename/folder_0580.pdf/mapsto/pdf/type/singleitem/folder_0580.pdf
581,649,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/649,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/649/filename/folder_0581.pdf/mapsto/pdf/type/singleitem/folder_0581.pdf
582,624,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/624,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/624/filename/folder_0582.pdf/mapsto/pdf/type/singleitem/folder_0582.pdf
583,602,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/602,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/602/filename/folder_0583.pdf/mapsto/pdf/type/singleitem/folder_0583.pdf
584,654,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/654,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/654/filename/folder_0584.pdf/mapsto/pdf/type/singleitem/folder_0584.pdf
585,614,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/614,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/614/filename/folder_0585.pdf/mapsto/pdf/type/singleitem/folder_0585.pdf
586,631,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/631,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/631/filename/folder_0586.pdf/mapsto/pdf/type/singleitem/folder_0586.pdf
587,644,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/644,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/644/filename/folder_0587.pdf/mapsto/pdf/type/singleitem/folder_0587.pdf
588,626,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/626,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/626/filename/folder_0588.pdf/mapsto/pdf/type/singleitem/folder_0588.pdf
589,658,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/658,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/658/filename/folder_0589.pdf/mapsto/pdf/type/singleitem/folder_0589.pdf
590,648,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/648,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/648/filename/folder_0590.pdf/mapsto/pdf/type/singleitem/folder_0590.pdf
591,623,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/623,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/623/filename/folder_0591.pdf/mapsto/pdf/type/singleitem/folder_0591.pdf
592,651,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/651,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/651/filename/folder_0592.pdf/mapsto/pdf/type/singleitem/folder_0592.pdf
593,653,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/653,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/653/filename/folder_0593.pdf/mapsto/pdf/type/singleitem/folder_0593.pdf
594,641,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/641,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/641/filename/folder_0594.pdf/mapsto/pdf/type/singleitem/folder_0594.pdf
595,607,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/607,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/607/filename/folder_0595.pdf/mapsto/pdf/type/singleitem/folder_0595.pdf
596,634,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/634,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/634/filename/folder_0596.pdf/mapsto/pdf/type/singleitem/folder_0596.pdf
597,633,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/633,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/633/filename/folder_0597.pdf/mapsto/pdf/type/singleitem/folder_0597.pdf
598,629,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/629,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/629/filename/folder_0598.pdf/mapsto/pdf/type/singleitem/folder_0598.pdf
599,642,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/642,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/642/filename/folder_0599.pdf/mapsto/pdf/type/singleitem/folder_0599.pdf
600,637,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/637,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/637/filename/folder_0600.pdf/mapsto/pdf/type/singleitem/folder_0600.pdf
601,647,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/647,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/647/filename/folder_0601.pdf/mapsto/pdf/type/singleitem/folder_0601.pdf
602,599,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/599,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/599/filename/folder_0602.pdf/mapsto/pdf/type/singleitem/folder_0602.pdf
603,613,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/613,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/613/filename/folder_0603.pdf/mapsto/pdf/type/singleitem/folder_0603.pdf
604,652,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/652,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/652/filename/folder_0604.pdf/mapsto/pdf/type/singleitem/folder_0604.pdf
605,609,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/609,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/609/filename/folder_0605.pdf/mapsto/pdf/type/singleitem/folder_0605.pdf
606,604,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/604,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/604/filename/folder_0606.pdf/mapsto/pdf/type/singleitem/folder_0606.pdf
607,619,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/619,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/619/filename/folder_0607.pdf/mapsto/pdf/type/singleitem/folder_0607.pdf
608,605,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/605,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/605/filename/folder_0608.pdf/mapsto/pdf/type/singleitem/folder_0608.pdf
609,600,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/600,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/600/filename/folder_0609.pdf/mapsto/pdf/type/singleitem/folder_0609.pdf
610,618,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/618,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/618/filename/folder_0610.pdf/mapsto/pdf/type/singleitem/folder_0610.pdf
611,620,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/620,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/620/filename/folder_0611.pdf/mapsto/pdf/type/singleitem/folder_0611.pdf
612,610,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/610,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/610/filename/folder_0612.pdf/mapsto/pdf/type/singleitem/folder_0612.pdf
613,608,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/608,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/608/filename/folder_0613.pdf/mapsto/pdf/type/singleitem/folder_0613.pdf
614,615,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/615,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/615/filename/folder_0614.pdf/mapsto/pdf/type/singleitem/folder_0614.pdf
615,616,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/616,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/616/filename/folder_0615.pdf/mapsto/pdf/type/singleitem/folder_0615.pdf
616,657,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/657,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/657/filename/folder_0616.pdf/mapsto/pdf/type/singleitem/folder_0616.pdf
617,655,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/655,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/655/filename/folder_0617.pdf/mapsto/pdf/type/singleitem/folder_0617.pdf
618,639,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/639,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/639/filename/folder_0618.pdf/mapsto/pdf/type/singleitem/folder_0618.pdf
619,650,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/650,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/650/filename/folder_0619.pdf/mapsto/pdf/type/singleitem/folder_0619.pdf
620,622,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/622,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/622/filename/folder_0620.pdf/mapsto/pdf/type/singleitem/folder_0620.pdf
621,638,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/638,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/638/filename/folder_0621.pdf/mapsto/pdf/type/singleitem/folder_0621.pdf
622,561,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/561,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/561/filename/folder_0622.pdf/mapsto/pdf/type/singleitem/folder_0622.pdf
623,594,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/594,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/594/filename/folder_0623.pdf/mapsto/pdf/type/singleitem/folder_0623.pdf
624,586,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/586,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/586/filename/folder_0624.pdf/mapsto/pdf/type/singleitem/folder_0624.pdf
625,558,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/558,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/558/filename/folder_0625.pdf/mapsto/pdf/type/singleitem/folder_0625.pdf
626,598,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/598,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/598/filename/folder_0626.pdf/mapsto/pdf/type/singleitem/folder_0626.pdf
627,548,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/548,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/548/filename/folder_0627.pdf/mapsto/pdf/type/singleitem/folder_0627.pdf
628,573,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/573,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/573/filename/folder_0628.pdf/mapsto/pdf/type/singleitem/folder_0628.pdf
629,577,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/577,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/577/filename/folder_0629.pdf/mapsto/pdf/type/singleitem/folder_0629.pdf
630,547,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/547,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/547/filename/folder_0630.pdf/mapsto/pdf/type/singleitem/folder_0630.pdf
631,540,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/540,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/540/filename/folder_0631.pdf/mapsto/pdf/type/singleitem/folder_0631.pdf
632,542,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/542,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/542/filename/folder_0632.pdf/mapsto/pdf/type/singleitem/folder_0632.pdf
633,575,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/575,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/575/filename/folder_0633.pdf/mapsto/pdf/type/singleitem/folder_0633.pdf
634,584,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/584,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/584/filename/folder_0634.pdf/mapsto/pdf/type/singleitem/folder_0634.pdf
635,579,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/579,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/579/filename/folder_0635.pdf/mapsto/pdf/type/singleitem/folder_0635.pdf
636,560,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/560,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/560/filename/folder_0636.pdf/mapsto/pdf/type/singleitem/folder_0636.pdf
637,562,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/562,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/562/filename/folder_0637.pdf/mapsto/pdf/type/singleitem/folder_0637.pdf
638,556,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/556,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/556/filename/folder_0638.pdf/mapsto/pdf/type/singleitem/folder_0638.pdf
639,583,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/583,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/583/filename/folder_0639.pdf/mapsto/pdf/type/singleitem/folder_0639.pdf
640,564,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/564,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/564/filename/folder_0640.pdf/mapsto/pdf/type/singleitem/folder_0640.pdf
641,580,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/580,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/580/filename/folder_0641.pdf/mapsto/pdf/type/singleitem/folder_0641.pdf
642,582,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/582,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/582/filename/folder_0642.pdf/mapsto/pdf/type/singleitem/folder_0642.pdf
643,544,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/544,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/544/filename/folder_0643.pdf/mapsto/pdf/type/singleitem/folder_0643.pdf
644,557,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/557,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/557/filename/folder_0644.pdf/mapsto/pdf/type/singleitem/folder_0644.pdf
645,596,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/596,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/596/filename/folder_0645.pdf/mapsto/pdf/type/singleitem/folder_0645.pdf
646,554,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/554,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/554/filename/folder_0646.pdf/mapsto/pdf/type/singleitem/folder_0646.pdf
647,563,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/563,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/563/filename/folder_0647.pdf/mapsto/pdf/type/singleitem/folder_0647.pdf
648,592,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/592,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/592/filename/folder_0648.pdf/mapsto/pdf/type/singleitem/folder_0648.pdf
649,597,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/597,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/597/filename/folder_0649.pdf/mapsto/pdf/type/singleitem/folder_0649.pdf
650,550,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/550,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/550/filename/folder_0650.pdf/mapsto/pdf/type/singleitem/folder_0650.pdf
651,585,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/585,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/585/filename/folder_0651.pdf/mapsto/pdf/type/singleitem/folder_0651.pdf
652,570,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/570,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/570/filename/folder_0652.pdf/mapsto/pdf/type/singleitem/folder_0652.pdf
653,589,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/589,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/589/filename/folder_0653.pdf/mapsto/pdf/type/singleitem/folder_0653.pdf
654,581,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/581,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/581/filename/folder_0654.pdf/mapsto/pdf/type/singleitem/folder_0654.pdf
655,553,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/553,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/553/filename/folder_0655.pdf/mapsto/pdf/type/singleitem/folder_0655.pdf
656,551,https://dc.lib.unc.edu/cdm/ref/collection/03709/id/551,https://dc.lib.unc.edu/utils/getdownloaditem/collection/03709/id/551/filename/folder_0656.pdf/mapsto/pdf/type/singleitem/folder_0656.pdf
